X,Y
15.771417546209193,26.33443479281097
21.879360563134625,26.21440036569676
0.23477380962735328,25.031666100944225
3.2073748174392183,25.568203983946425
14.140348128820479,26.410612850849184
7.948479182275986,25.558256996816816
15.899158969698801,26.100174181764885
15.928447622566184,26.383880096468477
41.8972453749402,23.697027887425797
21.93007567311602,26.08295982960793
47.23344585247919,23.650581052158298
38.90783754749253,24.20812640877329
32.65541627326992,24.966959956631325
6.90914756743069,25.891697189333165
36.963178969915084,24.34825777763979
35.759468318620975,24.675175732813567
5.5187570582152565,25.717020812722033
34.88155979636324,24.65204666947195
21.851597689967072,25.760688500493483
21.182739966945235,26.32225867689854
4.356464985077036,25.6477105577045
41.6309922773969,24.33369944571526
17.9753950286893,26.244569561301372
47.18740392573121,23.92284007824992
32.294705653332805,25.273860016631215
33.37051899818408,24.830685062241947
12.221279600080138,25.90918189099598
27.440675196366236,25.231535211205955
0.9394900218177571,25.05897235502739
26.092416087503583,25.993660933658287
28.509838520893982,25.18985944797341
26.444745987645224,25.816762301656446
30.881774853793853,25.224559004739795
39.02645881432277,24.366257965234716
49.41869190296131,23.696591751160025
39.58625190413323,24.04442283394874
38.71168447171083,24.38134477095905
41.04966149239676,23.832089550407076
12.664580126989106,26.103194781088934
5.9363859477122025,25.583692938715505
13.26947454697227,26.333371669882847
22.807516610827427,25.737824050813394
28.330072710328757,25.11936626901035
3.551802909894347,25.488584569993552
46.464809878810705,23.865993897149586
43.500607412340955,23.95830894170701
20.73309699952618,26.347752737506706
18.18553854713113,26.244850105099193
1.0053773093746776,24.982532180501934
41.44700146086816,23.897118413735424
4.804920394698153,25.462341746400714
48.9309171116382,24.196168971074254
14.470304647360056,25.983972364526416
48.83805440951686,23.66863606981681
6.009828060658445,25.462557712827586
31.99605106637619,25.319148334443003
30.846699843737845,25.037268302361003
20.713149725733498,26.438706960968837
10.519128053692045,25.955017363309427
34.091014955174174,24.86724568726448
18.436258533048207,26.344510676146115
23.315538642815316,25.948378045323345
28.402228054696614,25.397849309467016
28.797324777808964,25.548259272069863
48.82297325066979,23.80363135585704
4.697025537922084,25.234191066735214
30.60478613612107,25.28668053887434
39.95792821083618,23.825593215851043
34.62360596850099,24.639155736200454
19.172075941288885,26.339607021006525
29.32564674050416,25.0883290297132
4.855063789653063,25.783390794150048
9.829118084002674,26.47516790344571
6.446314882742666,26.09093744977377
33.338335772283386,24.63181560952752
